   2.4510848e-12   3.3132210e-13   6.1375430e-14   1.3633747e-10   1.6095799e-13   1.2222622e-12   1.5842450e-09   2.4448841e-10   9.9990141e-13   1.5145594e-13   7.1070436e-14             Inf   5.0227466e-14   9.2177188e-14   2.1207998e-13   1.0173531e-13   3.1738648e-10   1.2791586e-11   1.1856922e-13   2.9239676e-13   5.2215576e-14
   3.2189633e-13   3.6543571e-13   3.5192555e-09   3.2835650e-14   9.3596196e-14   2.2009684e-13   3.7606692e-14   6.4425630e-14   6.5282495e-13   4.1280768e-13   1.6517719e-10   5.0227466e-14             Inf   1.7217661e-11   1.1255825e-12   5.6463564e-11   3.6230123e-14   1.1389436e-13   8.7767837e-12   8.1584144e-14   3.6955589e-06
   9.3340267e-13   2.3296444e-12   1.6894858e-11   6.0473272e-14   3.3234053e-13   8.7702142e-13   6.6406192e-14   1.3598602e-13   1.8945623e-12   3.0434334e-12   4.9472496e-10   9.2177188e-14   1.7217661e-11             Inf   8.2146022e-13   1.9278439e-11   6.7341414e-14   2.9370066e-13   5.6338521e-09   2.7065431e-13   1.8076678e-11
   1.4703172e-12   2.7121665e-13   1.9981331e-12   1.0454766e-13   6.6232820e-14   3.5138901e-13   1.4490548e-13   2.2371902e-13   4.0952706e-12   1.7703938e-13   1.0364771e-12   2.1207998e-13   1.1255825e-12   8.2146022e-13             Inf   6.0354365e-12   1.1984343e-13   3.4634178e-13   9.3450975e-13   7.5233488e-14   1.2354001e-12
   9.8052001e-13   6.4101484e-13   2.8132627e-10   6.0211737e-14   1.2289817e-13   4.6540046e-13   7.2224322e-14   1.3143734e-13   2.7305289e-12   5.5205966e-13   5.8881563e-11   1.0173531e-13   5.6463564e-11   1.9278439e-11   6.0354365e-12             Inf   6.7671219e-14   2.4948252e-13   1.6409271e-11   1.1798377e-13   7.2911973e-11
   1.1525283e-12   2.7032139e-13   4.3108009e-14   8.0520778e-08   1.6939875e-13   9.1392168e-13   1.5820393e-09   9.9086551e-11   5.1025917e-13   1.2997045e-13   5.1391841e-14   3.1738648e-10   3.6230123e-14   6.7341414e-14   1.1984343e-13   6.7671219e-14             Inf   6.9434012e-12   8.5448146e-14   3.2432287e-13   3.7498559e-14
   3.2166730e-11   2.5699472e-12   1.3976239e-13   5.1001082e-12   6.9963724e-13   3.1405506e-11   5.2530722e-12   1.1962447e-10   5.4363286e-12   7.5053735e-13   1.9291607e-13   1.2791586e-11   1.1389436e-13   2.9370066e-13   3.4634178e-13   2.4948252e-13   6.9434012e-12             Inf   4.1797899e-13   1.5248193e-12   1.1882086e-13
   1.4686877e-12   4.0076098e-12   9.9443174e-12   7.6279856e-14   4.3154469e-13   1.4027351e-12   8.3800627e-14   1.8103088e-13   3.1128350e-12   4.6252266e-12   1.1120976e-10   1.1856922e-13   8.7767837e-12   5.6338521e-09   9.3450975e-13   1.6409271e-11   8.5448146e-14   4.1797899e-13             Inf   3.6097530e-13   9.3388328e-12
   7.5307577e-13   8.2145844e-12   8.6661992e-14   3.0492005e-13   2.7981912e-10   6.3439788e-12   2.3148488e-13   6.6407484e-13   4.5275303e-13   4.7925061e-12   1.5416650e-13   2.9239676e-13   8.1584144e-14   2.7065431e-13   7.5233488e-14   1.1798377e-13   3.2432287e-13   1.5248193e-12   3.6097530e-13             Inf   8.3217114e-14
   3.4138839e-13   3.7736873e-13   7.5073166e-09   3.3951954e-14   9.4952059e-14   2.2926187e-13   3.8988212e-14   6.6978466e-14   7.0259437e-13   4.2016102e-13   1.7821260e-10   5.2215576e-14   3.6955589e-06   1.8076678e-11   1.2354001e-12   7.2911973e-11   3.7498559e-14   1.1882086e-13   9.3388328e-12   8.3217114e-14             Inf
